customer_id,region,acquisition_source,acquisition_date,age_group,gender,customer_segment,lifetime_value_vnd
CST_000151,Huế,Shopee Ads,2024-09-05,35-44,Male,New,0
CST_000152,Đồng Nai,Instagram Ads,2024-06-25,35-44,Unknown,Churned,0
CST_000153,Cần Thơ,TikTok Ads,2024-09-26,25-34,Female,New,0
CST_000154,Hải Phòng,Organic Search,2024-01-04,25-34,Male,VIP,0
CST_000155,Bình Dương,Instagram Ads,2024-05-28,18-24,Female,Churned,0
CST_000156,Đà Nẵng,Shopee Ads,2024-03-30,55+,Unknown,Returning,0
CST_000157,Bình Dương,Instagram Ads,2024-09-13,45-54,Unknown,New,0
CST_000158,Hà Nội,Email,2024-08-11,18-24,Female,Churned,0
CST_000159,Đồng Nai,Shopee Ads,2024-10-20,35-44,Male,Churned,0
CST_000160,Bình Dương,Google Ads,2024-01-11,55+,Female,VIP,0
CST_000161,Đồng Nai,Instagram Ads,2024-02-15,25-34,Female,Churned,0
CST_000162,TP.HCM,Shopee Ads,2024-09-25,35-44,Unknown,VIP,0
CST_000163,Bình Dương,Google Ads,2024-04-23,18-24,Unknown,New,0
CST_000164,Hải Phòng,Referral,2024-09-28,35-44,Unknown,Returning,0
CST_000165,TP.HCM,Google Ads,2024-04-30,35-44,Male,Returning,0
CST_000166,Đà Nẵng,Instagram Ads,2024-11-04,25-34,Unknown,Churned,0
CST_000167,Huế,Referral,2024-08-25,35-44,Male,Churned,0
CST_000168,Huế,Email,2024-02-04,35-44,Female,New,0
CST_000169,TP.HCM,Organic Search,2024-06-29,45-54,Female,New,0
CST_000170,Bình Dương,Organic Search,2024-01-30,18-24,Unknown,New,0
CST_000171,Đồng Nai,Email,2024-11-10,55+,Unknown,New,0
CST_000172,Hải Phòng,Referral,2024-08-18,55+,Female,Returning,0
CST_000173,Huế,Instagram Ads,2024-02-01,35-44,Unknown,New,0
CST_000174,Đà Nẵng,TikTok Ads,2024-09-15,25-34,Unknown,Churned,0
CST_000175,Đà Nẵng,Referral,2024-08-12,35-44,Female,Churned,0
CST_000176,Bình Dương,TikTok Ads,2024-07-28,35-44,Male,VIP,0
CST_000177,Đồng Nai,Organic Search,2024-02-18,35-44,Unknown,Returning,0
CST_000178,TP.HCM,Google Ads,2024-06-19,35-44,Female,Churned,0
CST_000179,TP.HCM,Organic Search,2024-03-07,55+,Female,VIP,0
CST_000180,TP.HCM,Shopee Ads,2024-03-06,55+,Female,New,0
CST_000181,Cần Thơ,Google Ads,2024-07-04,25-34,Female,Churned,0
CST_000182,Hải Phòng,Google Ads,2024-04-08,25-34,Male,VIP,0
CST_000183,Hà Nội,Referral,2024-02-21,55+,Male,Churned,0
CST_000184,Đà Nẵng,Google Ads,2024-03-19,55+,Male,Churned,0
CST_000185,Đồng Nai,Referral,2024-01-23,25-34,Female,VIP,0
CST_000186,Hải Phòng,Facebook Ads,2024-08-17,35-44,Female,Returning,0
CST_000187,Huế,Email,2024-07-07,35-44,Female,Churned,0
CST_000188,Hải Phòng,Google Ads,2024-03-23,35-44,Male,Churned,0
CST_000189,TP.HCM,Instagram Ads,2024-07-09,35-44,Male,Returning,0
CST_000190,Huế,Google Ads,2024-05-19,45-54,Male,Returning,0
CST_000191,Bình Dương,TikTok Ads,2024-08-18,45-54,Male,Churned,0
CST_000192,Bình Dương,Facebook Ads,2024-09-14,45-54,Male,VIP,0
CST_000193,Hà Nội,Referral,2024-04-24,18-24,Unknown,VIP,0
CST_000194,Đà Nẵng,TikTok Ads,2024-03-15,35-44,Female,Returning,0
CST_000195,Huế,Email,2024-12-27,55+,Male,New,0
CST_000196,Cần Thơ,Facebook Ads,2024-01-10,25-34,Unknown,Churned,0
CST_000197,Cần Thơ,Facebook Ads,2024-02-26,35-44,Male,New,0
CST_000198,Đồng Nai,Email,2024-05-02,18-24,Male,Churned,0
CST_000199,Hà Nội,Facebook Ads,2024-11-01,25-34,Female,Churned,0
CST_000200,Bình Dương,Facebook Ads,2024-01-01,55+,Female,Returning,0
CST_000201,TP.HCM,Referral,2024-12-06,18-24,Unknown,New,0
CST_000202,Huế,TikTok Ads,2024-07-18,45-54,Female,VIP,0
CST_000203,Bình Dương,Instagram Ads,2024-01-09,35-44,Male,New,0
CST_000204,Bình Dương,Google Ads,2024-10-24,18-24,Female,VIP,0
CST_000205,Đà Nẵng,Email,2024-11-25,45-54,Unknown,Returning,0
CST_000206,TP.HCM,Email,2024-03-10,18-24,Female,Returning,0
CST_000207,Hải Phòng,TikTok Ads,2024-01-23,35-44,Female,Churned,0
CST_000208,Huế,Organic Search,2024-10-05,18-24,Unknown,Returning,0
CST_000209,Bình Dương,TikTok Ads,2024-05-26,35-44,Female,New,0
CST_000210,Đồng Nai,Shopee Ads,2024-07-07,45-54,Female,VIP,0
CST_000211,Huế,Email,2024-04-05,35-44,Unknown,VIP,0
CST_000212,Đồng Nai,Instagram Ads,2024-02-12,45-54,Unknown,Returning,0
CST_000213,Cần Thơ,Referral,2024-10-06,18-24,Male,VIP,0
CST_000214,Cần Thơ,Organic Search,2024-12-04,45-54,Unknown,Churned,0
CST_000215,Huế,Referral,2024-03-26,45-54,Male,VIP,0
CST_000216,Đồng Nai,Organic Search,2024-11-10,18-24,Male,Churned,0
CST_000217,Đà Nẵng,TikTok Ads,2024-07-05,25-34,Unknown,Churned,0
CST_000218,Đà Nẵng,Instagram Ads,2024-01-18,25-34,Unknown,VIP,0
CST_000219,Đồng Nai,TikTok Ads,2024-07-04,55+,Male,Churned,0
CST_000220,Bình Dương,Email,2024-07-08,18-24,Unknown,Returning,0
CST_000221,Bình Dương,Shopee Ads,2024-09-28,35-44,Unknown,VIP,0
CST_000222,TP.HCM,TikTok Ads,2024-05-07,25-34,Female,Churned,0
CST_000223,TP.HCM,Organic Search,2024-10-14,35-44,Unknown,Churned,0
CST_000224,Cần Thơ,Email,2024-04-19,25-34,Male,Returning,0
CST_000225,Huế,Google Ads,2024-02-07,45-54,Male,VIP,0
CST_000226,Bình Dương,Instagram Ads,2024-12-07,55+,Unknown,VIP,0
CST_000227,Đà Nẵng,Google Ads,2024-06-02,35-44,Unknown,Returning,0
CST_000228,Hải Phòng,Google Ads,2024-03-03,25-34,Female,New,0
CST_000229,Bình Dương,Email,2024-07-03,55+,Male,New,0
CST_000230,Cần Thơ,Shopee Ads,2024-02-03,45-54,Unknown,Churned,0
CST_000231,TP.HCM,Google Ads,2024-07-28,35-44,Unknown,New,0
CST_000232,Huế,Referral,2024-08-18,25-34,Unknown,Returning,0
CST_000233,Đồng Nai,TikTok Ads,2024-03-07,18-24,Unknown,Returning,0
CST_000234,Đà Nẵng,Google Ads,2024-06-04,35-44,Unknown,Returning,0
CST_000235,Cần Thơ,Instagram Ads,2024-06-26,35-44,Male,VIP,0
CST_000236,Cần Thơ,Instagram Ads,2024-03-05,55+,Unknown,Returning,0
CST_000237,Đà Nẵng,Google Ads,2024-10-30,55+,Unknown,VIP,0
CST_000238,Hà Nội,TikTok Ads,2024-10-15,18-24,Male,VIP,0
CST_000239,Hải Phòng,Shopee Ads,2024-11-29,55+,Unknown,New,0
CST_000240,Cần Thơ,Organic Search,2024-09-11,45-54,Male,Churned,0
CST_000241,Huế,Instagram Ads,2024-06-01,18-24,Male,Churned,0
CST_000242,Huế,Email,2024-07-31,25-34,Female,Returning,0
CST_000243,Bình Dương,Referral,2024-06-09,45-54,Male,VIP,0
CST_000244,TP.HCM,Referral,2024-09-20,25-34,Female,New,0
CST_000245,Huế,Facebook Ads,2024-05-16,25-34,Male,New,0
CST_000246,Đồng Nai,Shopee Ads,2024-05-28,25-34,Male,VIP,0
CST_000247,Bình Dương,Facebook Ads,2024-10-22,25-34,Female,Churned,0
CST_000248,Cần Thơ,Email,2024-09-12,18-24,Male,Churned,0
CST_000249,Huế,Facebook Ads,2024-09-15,25-34,Unknown,VIP,0
CST_000250,Hà Nội,Organic Search,2024-01-25,45-54,Unknown,Churned,0
CST_000251,Hà Nội,Instagram Ads,2024-05-26,45-54,Male,VIP,0
CST_000252,Đồng Nai,Referral,2024-07-06,18-24,Female,New,0
CST_000253,Hải Phòng,Referral,2024-10-18,55+,Female,New,0
CST_000254,Huế,Organic Search,2024-07-16,55+,Unknown,New,0
CST_000255,TP.HCM,Shopee Ads,2024-03-06,35-44,Female,VIP,0
CST_000256,Hải Phòng,Shopee Ads,2024-03-14,55+,Male,New,0
CST_000257,Đà Nẵng,Referral,2024-01-20,45-54,Unknown,Churned,0
CST_000258,Đà Nẵng,Referral,2024-03-17,55+,Female,Returning,0
CST_000259,Cần Thơ,Referral,2024-07-20,55+,Unknown,Churned,0
CST_000260,Cần Thơ,Email,2024-12-28,18-24,Female,VIP,0
CST_000261,TP.HCM,Shopee Ads,2024-12-10,55+,Female,New,0
CST_000262,Huế,Organic Search,2024-11-01,55+,Unknown,Returning,0
CST_000263,Huế,Google Ads,2024-01-27,55+,Unknown,Churned,0
CST_000264,Hải Phòng,TikTok Ads,2024-03-16,55+,Unknown,New,0
CST_000265,Hà Nội,Email,2024-04-07,35-44,Female,Returning,0
CST_000266,Hải Phòng,Shopee Ads,2024-07-30,55+,Unknown,Churned,0
CST_000267,Đà Nẵng,Facebook Ads,2024-02-01,55+,Female,Churned,0
CST_000268,Đồng Nai,Referral,2024-09-26,25-34,Female,VIP,0
CST_000269,Bình Dương,Organic Search,2024-10-06,55+,Female,Returning,0
CST_000270,Cần Thơ,Organic Search,2024-05-06,25-34,Female,VIP,0
CST_000271,Hải Phòng,Email,2024-12-26,35-44,Female,VIP,0
CST_000272,Cần Thơ,Organic Search,2024-10-13,18-24,Unknown,Churned,0
CST_000273,Bình Dương,Google Ads,2024-07-21,35-44,Male,VIP,0
CST_000274,TP.HCM,Referral,2024-12-31,45-54,Unknown,VIP,0
CST_000275,Hải Phòng,Facebook Ads,2024-09-02,55+,Female,VIP,0
CST_000276,TP.HCM,Facebook Ads,2024-03-11,25-34,Male,Returning,0
CST_000277,Hải Phòng,TikTok Ads,2024-11-22,18-24,Female,VIP,0
CST_000278,TP.HCM,Google Ads,2024-08-29,18-24,Unknown,Returning,0
CST_000279,Huế,Email,2024-07-27,25-34,Female,VIP,0
CST_000280,Hà Nội,Instagram Ads,2024-05-26,55+,Male,New,0
CST_000281,Đồng Nai,Google Ads,2024-03-30,18-24,Female,Churned,0
CST_000282,Cần Thơ,TikTok Ads,2024-04-05,18-24,Female,New,0
CST_000283,Cần Thơ,Email,2024-06-20,55+,Unknown,Churned,0
CST_000284,Huế,Organic Search,2024-03-09,25-34,Male,VIP,0
CST_000285,Huế,Organic Search,2024-03-24,25-34,Male,VIP,0
CST_000286,Hải Phòng,Google Ads,2024-05-31,55+,Unknown,Churned,0
CST_000287,Bình Dương,Instagram Ads,2024-08-06,45-54,Unknown,New,0
CST_000288,Đà Nẵng,Email,2024-04-04,35-44,Male,New,0
CST_000289,Đồng Nai,Facebook Ads,2024-05-13,45-54,Female,VIP,0
CST_000290,Hà Nội,Organic Search,2024-06-03,35-44,Unknown,Returning,0
CST_000291,TP.HCM,Email,2024-02-01,35-44,Male,Churned,0
CST_000292,Cần Thơ,Instagram Ads,2024-12-17,35-44,Female,Returning,0
CST_000293,Đà Nẵng,Email,2024-04-22,25-34,Female,VIP,0
CST_000294,Huế,Facebook Ads,2024-07-31,25-34,Unknown,New,0
CST_000295,Huế,Referral,2024-09-26,18-24,Unknown,New,0
CST_000296,Hải Phòng,Google Ads,2024-02-01,25-34,Female,Churned,0
CST_000297,Hải Phòng,Email,2024-02-29,18-24,Unknown,Churned,0
CST_000298,Huế,Google Ads,2024-01-29,55+,Female,Churned,0
CST_000299,Hà Nội,Email,2024-10-15,35-44,Unknown,New,0
CST_000300,Cần Thơ,TikTok Ads,2024-07-21,25-34,Unknown,New,0
CST_000301,Đồng Nai,Referral,2024-01-24,18-24,Unknown,New,0
CST_000302,Huế,TikTok Ads,2024-02-05,35-44,Female,Returning,0
CST_000303,Đồng Nai,Referral,2024-03-10,45-54,Female,Churned,0
CST_000304,TP.HCM,Google Ads,2024-07-11,35-44,Male,Returning,0
CST_000305,Đồng Nai,Google Ads,2024-10-02,25-34,Male,New,0
CST_000306,Huế,Shopee Ads,2024-06-01,55+,Female,Returning,0
CST_000307,Huế,Referral,2024-05-06,25-34,Female,Returning,0
CST_000308,Hà Nội,Shopee Ads,2024-02-27,55+,Male,Returning,0
CST_000309,TP.HCM,Instagram Ads,2024-04-15,55+,Male,Churned,0
CST_000310,Hà Nội,Facebook Ads,2024-11-02,18-24,Female,Churned,0
CST_000311,Hải Phòng,TikTok Ads,2024-04-29,25-34,Unknown,VIP,0
CST_000312,Bình Dương,Referral,2024-04-29,25-34,Female,Returning,0
CST_000313,Hải Phòng,Shopee Ads,2024-12-04,35-44,Female,New,0
CST_000314,Đà Nẵng,Shopee Ads,2024-10-12,55+,Female,New,0
CST_000315,Đồng Nai,Referral,2024-06-25,45-54,Female,Returning,0
CST_000316,Đồng Nai,Google Ads,2024-06-02,55+,Female,Returning,0
CST_000317,Cần Thơ,Google Ads,2024-04-25,45-54,Male,Churned,0
CST_000318,Đà Nẵng,Shopee Ads,2024-08-01,25-34,Female,Returning,0
CST_000319,TP.HCM,Email,2024-06-18,35-44,Male,Returning,0
CST_000320,Cần Thơ,Shopee Ads,2024-01-27,55+,Unknown,New,0
CST_000321,Hải Phòng,Facebook Ads,2024-02-07,45-54,Male,VIP,0
CST_000322,Hà Nội,Facebook Ads,2024-06-04,25-34,Unknown,New,0
CST_000323,Hải Phòng,Facebook Ads,2024-09-02,45-54,Male,VIP,0
CST_000324,Đồng Nai,Email,2024-05-24,55+,Unknown,VIP,0
CST_000325,Cần Thơ,Referral,2024-06-06,55+,Female,Churned,0
CST_000326,Huế,Referral,2024-02-20,25-34,Female,VIP,0
CST_000327,Hà Nội,Facebook Ads,2024-07-30,25-34,Male,VIP,0
CST_000328,Đồng Nai,Organic Search,2024-10-10,25-34,Male,VIP,0
CST_000329,Đồng Nai,Facebook Ads,2024-04-27,45-54,Unknown,VIP,0
CST_000330,Huế,Email,2024-05-11,45-54,Male,VIP,0
CST_000331,Đà Nẵng,Email,2024-03-27,25-34,Unknown,New,0
CST_000332,Hà Nội,Instagram Ads,2024-09-25,18-24,Male,Churned,0
CST_000333,Hải Phòng,Instagram Ads,2024-03-11,25-34,Male,Returning,0
CST_000334,Huế,Referral,2024-09-15,18-24,Unknown,Churned,0
CST_000335,Huế,TikTok Ads,2024-12-03,18-24,Unknown,Churned,0
CST_000336,Hà Nội,Organic Search,2024-01-07,55+,Female,New,0
CST_000337,Đồng Nai,Google Ads,2024-09-14,18-24,Male,Returning,0
CST_000338,Hải Phòng,Organic Search,2024-05-03,35-44,Female,Churned,0
CST_000339,Bình Dương,Shopee Ads,2024-02-10,45-54,Unknown,Returning,0
CST_000340,Hải Phòng,Organic Search,2024-12-22,18-24,Unknown,New,0
CST_000341,Đồng Nai,Shopee Ads,2024-02-17,45-54,Unknown,Churned,0
CST_000342,Hà Nội,Google Ads,2024-01-29,18-24,Female,Churned,0
CST_000343,Bình Dương,Instagram Ads,2024-11-26,55+,Male,Returning,0
CST_000344,Huế,Organic Search,2024-04-18,18-24,Male,VIP,0
CST_000345,Hà Nội,Google Ads,2024-10-05,35-44,Male,Returning,0
CST_000346,Đà Nẵng,Shopee Ads,2024-10-27,18-24,Female,Returning,0
CST_000347,Hải Phòng,Shopee Ads,2024-10-15,55+,Female,Churned,0
CST_000348,TP.HCM,Referral,2024-03-12,18-24,Male,Churned,0
CST_000349,TP.HCM,Referral,2024-04-28,55+,Unknown,Churned,0
CST_000350,Hà Nội,Organic Search,2024-06-16,45-54,Female,Returning,0
CST_000351,Đồng Nai,Shopee Ads,2024-07-01,25-34,Unknown,Churned,0
CST_000352,Cần Thơ,Facebook Ads,2024-02-13,18-24,Male,VIP,0
CST_000353,Đồng Nai,Google Ads,2024-03-19,45-54,Female,VIP,0
